ID,sex,age,max_rating,current_rating,hours_in_game,games_week,pas01,pas02,pas03,pas04,pas05,pas06,pas07,pas08,pas09,rel01,rel02,rel03,rel04,rel05,rel06,rel07,rel08,rel09,rel10,rel11,rel12,rel13,heroes_3,age_group,pas_total
4865,М,20,2310,1770,5000,Больше 30 игр (по много пабликов каждый день),4,5,1,4,1,5,1,5,5,4,2,1,1,5,5,3,3,4,4,1,5,3,"Monkey King, 93 игры, 55.91% | Storm Spirit, 
49 игр, 53.06% | Phantom Assassin, 47 игр, 53.19%",18-20 лет,31
4866,Ж,25,2000,1000,2000,11-20 игр (почти каждый день по несколько игр),2,2,3,3,2,1,2,4,3,3,4,1,1,2,2,2,2,4,1,4,2,2,"Петух 124 67%, огр 86 52%, дизраптор 91 58%",21-29 лет,22
4867,М,21,3000,1500,3200,1-5 игр (по выходным чисто пару каток),1,1,5,5,1,2,5,5,2,5,1,1,1,4,5,5,3,4,3,5,3,3,"Rubick 324 игр 54%, Riki 76 игр 52.6%, KotL 69 игр 53.6%. 
Наиграл 484 матча в Ability Draft с винрейтом 50.8% (не знаю, зачем эта информация)",21-29 лет,27
4868,М,25,4500,2500,11000,11-20 игр (почти каждый день по несколько игр),1,1,1,4,1,1,3,2,2,4,2,4,2,2,4,4,4,5,4,3,5,4,"Morphling, 973, 53.5%; Juggernaut, 441, 53.7%; WK, 382, 58.3%",21-29 лет,16
4869,М,26,3180,3120,12000,11-20 игр (почти каждый день по несколько игр),4,5,5,5,3,2,5,5,3,5,2,4,1,5,5,2,2,5,3,5,5,3,"тинкер 322 48%, луна 148 50%, гиро 134 53%",21-29 лет,37
4871,М,18,500,500,120,1-5 игр (по выходным чисто пару каток),5,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,"Пудж, 120 игры, 62%",18-20 лет,14
4873,М,22,3300,3300,4500,6-10 игр (пару дней в неделю стабильно-дота),3,1,2,4,1,3,3,4,4,4,3,1,1,2,4,3,3,4,3,3,1,4,"Phantom Assasin, 220 игр, 62%. Clinkz, 133 игры, 58%. Storm Spirit, 123 игры, 50%",21-29 лет,25
4874,М,18,210,10,400,11-20 игр (почти каждый день по несколько игр),1,4,4,3,1,3,1,5,1,4,3,4,1,1,4,3,2,3,2,1,1,2,"Void spirit, 27 игры, 44% lion, 19 игр, 52%
Shadow shaman, 18 игр, 55%",18-20 лет,23
4875,М,18,2800,2700,2500,1-5 игр (по выходным чисто пару каток),1,1,1,3,1,1,1,2,3,3,5,1,1,3,4,3,2,4,5,1,1,5,"Лион: 89 игры 60.7% побед. Падж: 69 игры 49.3% побед. Снайпер: 61 игры 60.7% побед
Дазл: 56 игры 71.4% побед. Цм 46 игры 58% побед. Кипер 43 игры 67.4% побед",18-20 лет,14
4877,М,19,500,100,3700,Больше 30 игр (по много пабликов каждый день),3,3,4,4,2,3,1,1,2,4,2,1,1,4,5,3,3,4,3,5,4,4,"Пудж 500+ , Антимаг 150+ , Урса 400+",18-20 лет,23
4879,М,14,3100,2900,6000,Больше 30 игр (по много пабликов каждый день),4,4,3,2,3,1,5,3,2,3,4,2,2,5,5,2,2,5,2,3,1,2,"Тинкер (600 игр 59,3%) Анти-крип (450игр 57 %)(550 ПУДЖ(140 игр 54 винрэйт)",17 лет или младше,27
4880,М,24,3500,1700,6000,1-5 игр (по выходным чисто пару каток),3,3,4,3,2,4,3,4,1,3,4,2,1,2,4,2,3,3,3,2,2,2,"Антимаг, Сларк, штром спирит",21-29 лет,27
4881,М,18,3110,3070,900,Больше 30 игр (по много пабликов каждый день),3,4,1,4,1,4,2,1,5,5,1,1,1,5,5,1,1,5,4,1,1,3,"Сларк, 150 игр, 72%; ПА, 40 игр, 68%; Шаман, 45 игр, 71%",18-20 лет,25
4886,М,17,2900,2800,2300,6-10 игр (пару дней в неделю стабильно-дота),1,1,4,2,2,4,5,2,1,1,5,2,2,1,3,4,2,2,3,4,4,2,"Течис, 132 игры, 56%
Цмка, 60 игр, 58%
Гримстрок, 57 игр, 59%",17 лет или младше,22
4889,М,25,3000,2000,3000,6-10 игр (пару дней в неделю стабильно-дота),1,1,1,3,1,2,3,3,4,5,3,1,1,1,5,3,2,5,2,5,1,2,"Пангольер 200, 55%, Кентавр 150, 53%, андерлорд 90, 48%",21-29 лет,19
4891,М,16,600,340,1000,11-20 игр (почти каждый день по несколько игр),1,4,2,3,3,1,2,2,2,4,3,2,2,4,3,3,3,4,4,3,2,3,"Инвокер 77игр,59% СФ 70 игры,60.1, Течис 59 игр57%",17 лет или младше,20
4892,М,15,820,780,750,11-20 игр (почти каждый день по несколько игр),2,3,2,3,1,2,1,3,2,3,3,1,1,4,3,2,4,5,4,4,2,1,"Феникс 41 игр, 59%
Вайпер 90 игр, 56%
Бристлбек 58 игр, 52%",17 лет или младше,19
4893,М,17,1200,1000,650,Больше 30 игр (по много пабликов каждый день),1,1,1,4,3,1,1,1,1,4,2,2,1,4,3,3,3,2,4,1,1,3,"Арк Варден 73%, Инвокер 46%, Пугна 56%",17 лет или младше,14
4894,М,22,3000,3000,2200,11-20 игр (почти каждый день по несколько игр),2,2,2,4,2,2,1,3,2,4,2,2,1,5,5,2,2,2,3,1,2,3,"Crystal maiden, 212 игр, 52.36%(больше не играю на ней из-за низкой эффективности в игре), Ogre Mage, 111 игр, 64.86%(один из моих сигнатурных героев для поднятия рейтинга, за месяц поднял с 2к до 2.5к), Phantom Assasin, 69, 56.52%(на ПА уже не очень давно не играю, как и на кор позициях, дополнительно запишу бейна которого сейчас активно пикаю), Bane, 32, 71.88% (учусь играть, пикаю если Огр в бане) :)",21-29 лет,20
4895,М,13,450,110,500,6-10 игр (пару дней в неделю стабильно-дота),3,2,4,2,4,2,5,2,5,3,4,5,1,2,4,3,1,4,1,2,4,2,Monkey king 21 55% slark 5 60% Naga siren 30 42%,17 лет или младше,29
4896,М,23,4300,3000,5000,6-10 игр (пару дней в неделю стабильно-дота),2,1,2,4,1,1,1,2,1,3,3,2,1,1,3,2,2,1,3,1,1,4,"Энигма (+-200 игр, 60%), Сф (+-200 игр, 62%), Копа (+- 150 игр, 50%)",21-29 лет,15
4897,М,19,2400,2300,3641,1-5 игр (по выходным чисто пару каток),2,1,1,4,1,1,5,2,1,3,4,1,1,1,1,3,1,2,2,4,5,3,Трент 142 57% ВК 83 54% Старк 79 45%,18-20 лет,18
4898,М,20,2900,2000,3200,6-10 игр (пару дней в неделю стабильно-дота),1,2,3,3,3,2,2,5,4,3,4,4,1,3,4,5,4,5,4,5,4,4,"1)Пудж, 157 игр, 57% 2)Фантомка 126 игр, 53% 3)Тинкер 89 игр, 48%",18-20 лет,25
4899,Ж,16,580,530,427,1-5 игр (по выходным чисто пару каток),3,1,2,4,1,5,5,4,1,1,2,3,5,5,5,2,2,3,5,5,5,3,"Даззл, Шаман, лина",17 лет или младше,26
4901,Ж,18,1000,380,2000,11-20 игр (почти каждый день по несколько игр),1,2,1,5,2,2,5,4,2,5,1,1,2,5,5,4,4,5,5,4,2,4,"Дровка, 200 игр, 56% винрейт, Лина, 115 игр, 42%(потому что на ней еще + в начале училась в рейтинге играть, до сих пор играю), Вич доктор 98 игр, 50% ровно.",18-20 лет,24
4902,М,25,3200,1500,4500,11-20 игр (почти каждый день по несколько игр),3,4,4,3,2,1,2,4,3,3,4,3,2,3,3,1,1,1,1,5,3,1,"ursa 127игр 55%. slark 116игр 56%. jugger  105игр 56,2%",21-29 лет,26
4903,М,21,4500,3900,2000,6-10 игр (пару дней в неделю стабильно-дота),1,2,1,2,2,4,1,1,3,4,2,3,1,3,3,5,1,2,1,3,3,2,"Фантомка, 197 игр, 54.82%;  СФ, 134 игры, 47.01%;  Врка, 113 игр, 58,41%;",21-29 лет,17
4904,М,13,590,510,1300,6-10 игр (пару дней в неделю стабильно-дота),1,4,4,4,3,2,1,4,3,3,3,1,1,5,5,4,2,2,5,3,4,4,"techies, 69 игр, 59%; phantom lancer, 30 игр, 80%, пудж, 40 игр, 40%)",17 лет или младше,26
4905,М,18,1240,1240,1000,11-20 игр (почти каждый день по несколько игр),2,3,3,4,5,3,5,4,3,5,1,1,2,4,3,3,2,5,5,1,5,4,Dawnbreaker 107 68% Silenser 24 58% Ogre magi 23 47%,18-20 лет,32
4906,М,16,1000,500,1000,6-10 игр (пару дней в неделю стабильно-дота),3,2,2,2,2,3,1,4,2,4,2,2,1,4,5,4,4,4,5,3,4,2,"Спектра 150 игр 75%, рики 130 игр 55% винрейт, квопа 100 игр 66%",17 лет или младше,21
4907,М,15,1800,1720,250,20-30 игр (каждый день по несколько игр),4,2,2,4,3,1,1,3,1,4,5,1,1,5,5,1,2,2,3,1,3,3,Dark Willow +-50игр 70% Фурион +-30 65%,17 лет или младше,21
4908,М,16,5200,4250,3300,11-20 игр (почти каждый день по несколько игр),2,2,1,2,2,1,1,3,4,2,4,1,1,5,3,2,3,3,3,1,2,1,slark am tb,17 лет или младше,18
4909,М,16,3100,2930,2400,11-20 игр (почти каждый день по несколько игр),2,5,5,5,3,5,1,5,2,5,1,1,1,5,5,1,4,5,5,1,5,5,"Антимаг, терорблейд, Вр",17 лет или младше,33
4910,М,15,1000,780,1000,11-20 игр (почти каждый день по несколько игр),1,2,1,3,1,1,4,2,1,4,2,1,1,3,4,3,2,3,4,2,1,2,"Tinker,Huskar,Pivo,Kvas,Necrophas",17 лет или младше,16
4911,М,18,800,700,415,6-10 игр (пару дней в неделю стабильно-дота),2,2,5,3,1,2,5,4,1,4,5,3,1,1,4,2,3,2,3,3,5,5,"Скаймаг, 16 игр, 68.8%; Сларк, 14 игр, 29%; Лич 13 игр, 69,8%",18-20 лет,25
4913,М,18,1240,1090,814,20-30 игр (каждый день по несколько игр),2,4,3,4,4,5,1,4,5,5,2,2,2,4,5,3,2,3,4,2,2,2,"В общем на аккаунте.
2pos темплар ассасин 77 игр 57%, 1pos Фантом ассасин 56 игр 59%, 2pos ВРКА 48 игр 58%. 

В последнее время начал играть только 1 pos, на 
фантом лансере 25 игр 64% винрейт,  луна 17 игр 70%, ну и мортре, но на ней я раньше очень много сливался + ещё АМ с террорблейдом, но на них пока очень мало наиграл.",18-20 лет,32
4915,М,16,2000,1700,1000,20-30 игр (каждый день по несколько игр),4,3,5,4,3,5,5,5,5,4,2,1,1,4,5,1,1,5,3,2,1,2,"void spirit,169 игр,52%.hoodwink,91 игра,53%.sand king,113 игр,57%",17 лет или младше,39
4916,М,26,3970,2970,2500,11-20 игр (почти каждый день по несколько игр),1,2,3,4,1,3,5,3,2,5,1,1,1,4,5,3,3,3,3,2,3,2,"Огр маг, 151 игра, 52%; венга, 108 игр, 58%; дазл, 98 игр, 61%",21-29 лет,24
4918,М,22,2700,2700,2780,6-10 игр (пару дней в неделю стабильно-дота),2,2,2,2,2,1,5,3,2,4,3,1,1,4,5,3,3,4,3,3,2,1,"Лега, 189 игр 59.3% : Джагер 143 игры 54.5% : фея 115 игр 46.1%",21-29 лет,21
4919,М,19,3500,3300,2100,11-20 игр (почти каждый день по несколько игр),2,2,4,3,2,2,3,4,4,4,2,2,2,4,3,4,4,5,4,4,5,2,"Арк, 350 игр, 64%
Энигма, 100 игр, 68%
Рики, 120 игр, 71%",18-20 лет,26
4921,М,19,1100,1000,300,6-10 игр (пару дней в неделю стабильно-дота),1,2,4,5,1,1,3,1,4,5,3,1,1,3,5,4,4,2,5,3,3,2,"Дззл, 70 игр 71%
Axe 130 игр 62%
Lina 80 игр 57%",18-20 лет,22
4924,М,16,1490,1365,700,11-20 игр (почти каждый день по несколько игр),4,3,5,4,4,2,3,5,2,5,3,1,1,5,5,2,1,4,3,4,3,4,"легионка 95 игр 53%,шейкер 82 игры 49%, енигма 73 игры 57%",17 лет или младше,32
4927,М,20,5300,5200,3000,Больше 30 игр (по много пабликов каждый день),4,4,5,3,3,4,4,4,5,3,3,4,4,4,3,2,2,4,5,1,3,5,"морф, 350, 68%; нага, 288, 71%; ликан, 297, 71%",18-20 лет,36
4928,М,17,360,290,500,11-20 игр (почти каждый день по несколько игр),5,2,3,4,1,5,5,5,5,5,2,1,1,5,5,2,4,5,5,5,5,5,"урса, 41 игра, 68%. брист, 21 игра, 81%. Sm 16 игр, 62%",17 лет или младше,35
4929,М,18,2500,2200,6500,20-30 игр (каждый день по несколько игр),2,2,1,2,3,1,2,5,3,5,2,1,1,3,2,1,3,3,1,2,1,1,СФ 300 54% Арк 140 56%,18-20 лет,21
4930,М,21,4500,3100,6000,6-10 игр (пару дней в неделю стабильно-дота),1,1,3,2,1,1,1,3,3,4,3,1,2,1,1,1,1,1,3,1,1,1,"инвокер 393 игры 46%,  лина 250 игр 55%, шторм 236 игр 55%, сф 225 55.5%, эмбер 162 игры 55% , вр 153 игры 54%",21-29 лет,16
4931,М,29,3000,2500,6000,11-20 игр (почти каждый день по несколько игр),2,3,2,4,1,5,2,1,1,4,2,2,1,3,5,4,2,3,2,5,2,3,"(Феникс,120 игры,53%.)(Вр,100 игр 52%.)(ЛК,80 игр,48%)",21-29 лет,21
4932,Ж,19,780,700,350,20-30 игр (каждый день по несколько игр),4,2,1,3,2,1,3,5,1,3,5,2,2,1,3,3,4,4,3,5,5,4,"Так как я играю в турбо, тут даже половины игр отмечено не будет. 
Виверна, 26 игр, 57,7%
Дазл, 24 игры, 58,3%
Белка, 13 игр, 61,5%",18-20 лет,22
4933,М,16,2300,1000,1200,20-30 игр (каждый день по несколько игр),4,4,2,5,5,5,1,5,3,5,3,2,2,5,5,3,1,2,3,1,4,1,"Аппарат, 133 игры, 60%;Цк, 100 игр, 55%;Лина, 73 игры, 53%",17 лет или младше,34
4935,М,15,780,620,1.3,1-5 игр (по выходным чисто пару каток),1,1,1,3,1,1,2,5,5,4,3,1,1,3,4,2,1,2,4,4,3,4,"Shadow Fiend(30)-43,33%;Bloodseeker(17)-64,71%;Kunkka(15)-80%",17 лет или младше,20
4936,М,26,2200,1500,5300,11-20 игр (почти каждый день по несколько игр),3,4,3,4,3,2,3,4,1,4,4,1,1,5,4,4,3,4,3,5,3,5,(Phantom Assassin 217 игр 46%) (Legion Commander 188 игр 49%) (Slark 132 игры 56%),21-29 лет,27
4937,М,22,8340,3590,5800,11-20 игр (почти каждый день по несколько игр),1,3,3,5,2,1,3,1,2,5,1,1,1,5,5,2,3,3,5,2,1,2,"Мортра 750 игр 56.13%, фея 328 51.52%, тб 303 53.14%",21-29 лет,21
4938,Ж,24,1800,1500,1000,1-5 игр (по выходным чисто пару каток),3,2,4,4,1,5,4,4,5,4,4,1,1,4,3,2,2,4,3,5,5,2,"Dark Willow, 143 игры, 48%, Enchantress, 80 игр, 51%, Crystal Maiden, 77 игр, 57%",21-29 лет,32
4940,М,24,3950,1750,5500,6-10 игр (пару дней в неделю стабильно-дота),2,1,4,4,3,3,2,5,3,5,2,1,1,3,5,3,3,3,5,3,5,1,"Ogre magi 242 игры 62 процента винрейт
Sand King 199 игр 49 процента винрейт
Windranger 185 игр 51 процент винрейт",21-29 лет,27
4943,М,18,1030,530,850,6-10 игр (пару дней в неделю стабильно-дота),3,3,4,2,2,4,2,2,4,5,4,1,1,5,4,2,3,5,4,5,2,4,"Techies, 252 игры, 55.56%; (на нём не играю давно)
Lion, 58 игр, 46.55%;
Shadow Shaman, 47 игр, 61.70%;",18-20 лет,26
4945,М,29,3000,1200,3000,6-10 игр (пару дней в неделю стабильно-дота),4,1,4,4,2,1,5,5,4,4,1,2,1,5,5,3,4,5,4,3,3,3,"Фантомка, 230 игр, 49%; Джаггер, 119 игр, 49%; Акс 111, 55%",21-29 лет,30
4946,М,27,590,300,1200,11-20 игр (почти каждый день по несколько игр),3,4,4,5,2,5,3,5,5,5,3,1,1,5,4,3,3,4,5,5,3,2,"Фея, 228 игр, 50,9%; Фантомка, 104 игры, 48,6%; Дровка, 90 игр, 49,2%",21-29 лет,36
4947,М,17,1110,1090,1235,1-5 игр (по выходным чисто пару каток),3,2,1,4,1,2,5,5,1,4,4,1,1,3,5,4,3,5,5,5,2,4,"Дазл, 110 игры, 56.36%; Шаман, 95 игр, 50.53%; Джакиро, 78 игр, 64.10%",17 лет или младше,24
4948,М,25,6200,5800,12000,6-10 игр (пару дней в неделю стабильно-дота),4,2,5,5,3,4,4,5,5,4,4,1,1,1,3,3,2,3,1,5,3,3,"Пудж, 621 игры, 56%; Люкан, 263 игры, 59%; Венга 120, 62%",21-29 лет,37
4949,М,17,1950,1860,800,20-30 игр (каждый день по несколько игр),3,4,4,4,3,1,1,2,3,4,2,5,1,5,5,4,4,5,5,2,4,2,"Phantom Lancer 250 игр, 63%; OD 40 игр 46%, Chaos Knight 25 игр 60%",17 лет или младше,25
4950,М,22,2500,1500,4500,11-20 игр (почти каждый день по несколько игр),2,2,2,5,3,5,4,3,5,3,3,2,1,2,5,4,4,4,5,5,3,4,Омник 495 игр 45% Пудж 704 игры 42% Фантомка 321 игра 47%,21-29 лет,31
4951,М,20,5440,4800,2500,1-5 игр (по выходным чисто пару каток),2,3,2,4,2,1,4,5,2,4,2,1,1,5,5,1,2,3,3,3,3,3,"Underlord 464 игры 60%
Underlord 131 игры 70% (смурф)",18-20 лет,25
4952,М,16,2600,2540,4772,11-20 игр (почти каждый день по несколько игр),1,4,2,4,2,1,5,5,4,4,4,2,1,5,5,1,1,1,3,3,5,5,"Пудж 226игр 52, Сларк124игры 64.5, Джагер 95игр 70",17 лет или младше,28
4953,М,13,3200,3200,2500,6-10 игр (пару дней в неделю стабильно-дота),4,4,2,2,1,4,1,2,4,2,4,5,4,5,5,4,2,5,4,4,4,2,"Арк варден, 240 игр, 75%. Мипо, 270 игр, 65%. Сф, 80 игр, 60-65%",17 лет или младше,24
4955,М,24,5560,5500,11000,6-10 игр (пару дней в неделю стабильно-дота),3,2,3,4,2,1,1,3,5,4,3,2,1,2,4,2,2,3,1,5,2,2,"Пудж 632 игры, 52%
Нюкс 524 игры, 55%
Врка  343 игры, 50%
https://ru.dotabuff.com/players/124350061",21-29 лет,24
4956,М,25,4700,4500,5200,11-20 игр (почти каждый день по несколько игр),1,1,1,4,1,3,3,2,1,3,3,2,3,1,1,2,3,2,4,3,2,4,"Omnikhight-310 игр, 68% винрейт
Silencer-140 игр, 56% винрейт
Invoker-133 игр, 58% винрейт",21-29 лет,17
4958,М,19,3200,3100,2000,6-10 игр (пару дней в неделю стабильно-дота),1,2,2,4,2,2,3,2,2,4,3,4,2,3,4,3,4,5,4,3,4,5,"(Weaver, 121 игр, 55%) (Bounty Hunter, 98 игр, 65%) (Ursa, 92 игры, 59%)",18-20 лет,20
4960,М,19,1520,1420,2600,6-10 игр (пару дней в неделю стабильно-дота),2,1,1,3,2,1,1,5,3,4,4,5,1,2,4,2,2,4,5,1,4,3,"Инвокер, 210 игр, 55%
ПА, 81 игра, 63%
Текис, 119 игр, 47%",18-20 лет,19
4961,М,24,3950,3200,3000,11-20 игр (почти каждый день по несколько игр),5,5,2,5,1,3,3,5,1,4,3,2,1,5,5,2,3,5,3,3,4,4,"Аппарат 223 52.57%
Минер 187 49.73%
Дазл 176 63.64%",21-29 лет,30
4962,М,17,4320,3990,3289,1-5 игр (по выходным чисто пару каток),1,1,1,4,1,2,5,5,3,4,2,1,1,1,4,3,3,3,3,1,2,3,"Феникс 1141 67%, Леорик 352 59%, Дарк виллоу 324 72%",17 лет или младше,23
4964,М,19,2500,1500,1500,11-20 игр (почти каждый день по несколько игр),4,4,4,5,3,5,5,5,5,1,2,1,1,3,3,5,3,4,3,4,5,2,"Faceless Void, 109 игр, 53%",18-20 лет,40
4965,М,19,2010,2010,4100,11-20 игр (почти каждый день по несколько игр),2,1,2,2,1,1,2,3,2,3,5,3,2,2,1,2,3,4,4,1,3,4,"антимаг, 131,54%；легионка, 72, 51%；течис, 60, 63%",18-20 лет,16
4966,М,17,400,50,500,20-30 игр (каждый день по несколько игр),3,2,5,5,5,5,1,5,5,5,3,5,2,5,5,2,3,5,5,2,5,5,"ВК, 78 игр, 55%  Таск, 38 игр, 50% ДК, 32 игры, 34%",17 лет или младше,36
4968,М,18,700,490,650,6-10 игр (пару дней в неделю стабильно-дота),3,3,4,5,4,3,2,1,3,5,2,1,1,5,5,4,3,3,3,5,2,3,"(Джакиро, 15 игр, 86,7%), (Сикер, 13 игр, 53,8%), (Лансер, 15 игр, 46,7%)",18-20 лет,28
4969,М,15,770,410,950,11-20 игр (почти каждый день по несколько игр),3,4,2,4,3,2,5,5,3,5,2,2,1,5,5,2,1,5,4,3,2,1,"сф,105 игр, 49%, хускар ,73 игры,60%,снайпер, 52 игры,55%",17 лет или младше,31
4970,М,16,0,0,37,11-20 игр (почти каждый день по несколько игр),2,1,4,5,5,4,1,4,2,3,5,5,2,5,5,5,1,4,1,5,5,5,"Кунка 52 игры,50%,Skywrath, игр 12,60% Слардар,игр 5, 80%",17 лет или младше,28
4971,М,18,1230,1190,900,20-30 игр (каждый день по несколько игр),2,1,5,4,1,1,5,5,5,5,1,1,2,5,5,1,1,5,2,3,3,1,"Тинкер, 62 игры, 51,6%
Антимаг, 40 игр, 50%
Врка, 40 игр, 57.5%",18-20 лет,29
4973,М,17,3200,2900,3600,11-20 игр (почти каждый день по несколько игр),1,3,2,4,1,2,1,1,2,5,2,1,1,5,5,2,1,3,4,3,2,1,"Monkey King, 233 игры, 60%;
Tinker, ~150 игр(на разных аккаунтах с примерно моим рейтингом), ~60%;
Broodmother, ~100 игр(на разных аккаунтах с примерно моим рейтингом) ~55%;",17 лет или младше,17
4975,М,20,5500,4300,4500,1-5 игр (по выходным чисто пару каток),1,1,1,5,1,1,4,4,4,4,2,5,1,5,5,2,1,4,3,3,5,1,"Invoker 450 52, Mk 210 64, AM 150 54",18-20 лет,22
4976,М,22,1300,700,2000,6-10 игр (пару дней в неделю стабильно-дота),2,1,1,1,1,1,3,5,1,1,5,5,4,1,3,2,2,2,3,3,3,3,"Вр, 373 игры 53.1%, СФ 119 игр, 45.4%, ЦМ 96 игр 51% ¯\_(ツ)_/¯",21-29 лет,16
4977,М,22,2200,2000,2500,6-10 игр (пару дней в неделю стабильно-дота),2,1,1,3,1,1,2,1,1,3,4,1,1,1,2,5,1,2,1,5,4,3,"Рубик,230 игр,51%
Фантомка,76 игр,  45%
Некр, 68 игр, 75%",21-29 лет,13
4978,М,14,500,400,1200,"Больше 50 игр (хочу быть как ILTW, тренируюсь каждый день нон-стоп)",3,4,4,5,5,2,2,5,2,5,3,1,1,5,5,1,2,2,4,2,3,5,"пудж, 46 игр, 58%; мк, 44 игр, 34%; баунти хантер, 39 игр, 43%; я играю на этих персонажах редко, просто когда начал играть в доту наиграл на них, но на джаге, 33 игры, 69,7%",17 лет или младше,32
4979,М,19,3800,3800,3000,Больше 30 игр (по много пабликов каждый день),1,4,3,3,2,2,3,1,4,2,3,4,4,5,4,4,4,3,3,2,5,2,"морф 350 игр ~ 58 вр, вк ~ 100 игр, 62 вр, скаймаг ~ 300 игр 58 вр",18-20 лет,23
4980,М,17,2000,1700,5000,11-20 игр (почти каждый день по несколько игр),1,2,2,3,1,3,5,2,3,4,2,2,1,3,4,5,1,4,5,4,3,5,"mk, 70, 70%; clinkz, 120, 90%; lk, 50, 65%",17 лет или младше,22
4981,М,16,4000,3900,3700,6-10 игр (пару дней в неделю стабильно-дота),2,2,2,3,2,3,4,5,3,3,4,1,4,4,4,2,2,2,3,2,2,4,"Tinker 200 55%,SF 95 54%,Invoker 170 53%",17 лет или младше,26
4983,М,17,1500,1500,1200,20-30 игр (каждый день по несколько игр),3,3,2,4,3,1,5,3,1,5,2,1,1,5,5,3,3,4,4,2,1,3,"Сларк, 65 игр, 54%; тролль 37 игр, 62%; слардар 29 игр, 55%(на последнем не играл около года)",17 лет или младше,25
4984,М,22,2900,2900,1831,1-5 игр (по выходным чисто пару каток),2,1,1,4,1,1,1,3,2,4,2,2,1,4,4,2,2,3,4,2,2,4,"Grimstroke, 257 игры, 54% ; Rubick, 201 игры, 56% ; Dark Willow, 75 игры, 65%",21-29 лет,16
4985,М,22,2500,2100,5000,6-10 игр (пару дней в неделю стабильно-дота),1,2,5,4,2,5,5,4,4,4,2,1,1,4,3,2,4,4,4,2,3,4,"Сф 200 игр, 54%, Сларк 116, 56%, Морф 90, 62%",21-29 лет,32
4986,М,19,750,750,2000,Больше 30 игр (по много пабликов каждый день),4,5,4,3,2,4,3,5,5,5,3,2,3,1,5,4,3,5,3,5,4,3,"Пудж😂 150 игр 56%, огр 66 игр 60%, снайпер 60 игр 45% побед. Сильна сложная выборка, последние игры например иновкер 30 игр 59%, лега 30 64%, снепфаер 30 игр 56%, много факторов человек может играть бесцельно после принять дискомфорт и начать развиваться, но яма в которой он зависим от эмоций победа пораждение(нет третьего) стимулируют его в какой-то момент совершать ошибку чтоб отбиться и сново влетать в лузстрик поскольку победы винстриком дают ощущение того что ты можешь лучше а после забираются (как бы рандомно)",18-20 лет,35
4987,М,31,3400,3200,1000,6-10 игр (пару дней в неделю стабильно-дота),1,1,1,5,3,3,2,5,1,5,1,2,1,5,5,3,3,3,4,5,4,3,"Outworld Destroyer 63 игры - 57%, Pudge 52 игры - 53%, Hoodwink 51 игра - 64%.",30-39 лет,22
4989,М,27,2100,1100,600,6-10 игр (пару дней в неделю стабильно-дота),3,1,5,3,2,5,4,4,3,4,2,2,1,4,5,3,3,3,3,2,4,4,Lycan 75 46.7% Vengeful spirit 38 63.2% Phoenix 37 54.1%,21-29 лет,30
4992,М,21,1000,400,2000,11-20 игр (почти каждый день по несколько игр),1,1,3,3,3,3,5,5,1,3,3,3,1,1,1,3,3,3,3,1,5,1,"Снайпер 150 игр, 50%
Фантомка 100 игр, 55%",21-29 лет,25
4993,М,18,1250,1090,2565,1-5 игр (по выходным чисто пару каток),1,2,2,5,1,2,3,2,1,5,5,1,1,3,2,2,2,3,2,4,1,3,"1)Techies, 202 игры, 55,94% 2)Dark Willow, 146 игр, 54.79% 3)Ancient Apparition, 106 игр, 60.38%",18-20 лет,19
4994,М,17,900,700,600,20-30 игр (каждый день по несколько игр),2,4,5,5,4,3,4,4,3,5,1,2,1,5,5,3,3,4,3,3,1,2,"Легион коммандер 51% винрейта, около 100 игр, хускар 52% винрейта, бристлбек 50% винрейта",17 лет или младше,34
4995,М,19,2300,1500,1000,20-30 игр (каждый день по несколько игр),1,1,1,5,1,1,1,5,5,5,1,1,5,3,5,3,3,3,3,5,5,5,"Феникс, 160, 61% тимбер, 100, 56% фантом асасин, 110, 52%",18-20 лет,21
4996,М,18,4900,4800,2000,20-30 игр (каждый день по несколько игр),1,1,1,2,2,2,4,3,1,3,4,3,2,3,3,1,1,1,3,2,2,3,"пудж, 100 игр 60%, врка 50 игр 70%, легионка 40 игр 60%",18-20 лет,17
4997,М,23,4000,3000,3000,1-5 игр (по выходным чисто пару каток),1,3,2,4,2,4,5,1,2,4,2,1,1,1,3,4,3,2,2,3,1,1,"(Nyx, 367, 52.6%) (Lion, 200, 55.0%) (Rubick, 188, 58.5%)",21-29 лет,24
4999,М,15,2710,2620,2300,Больше 30 игр (по много пабликов каждый день),2,4,4,3,4,5,4,3,2,3,2,1,2,5,4,3,2,4,4,2,5,4,"Тинкер, 66, 63%. СФ, 54, 53%. Инвокер, 51, 39%.",17 лет или младше,31
5000,М,15,500,450,250,6-10 игр (пару дней в неделю стабильно-дота),3,2,5,5,5,5,1,4,4,2,2,5,3,1,4,3,2,5,1,4,5,2,"Огр 30 (53%), Леон 16(44%), Оракл 15(60%)",17 лет или младше,34
5001,М,18,500,460,1500,Больше 30 игр (по много пабликов каждый день),1,5,2,1,3,5,1,1,1,3,5,5,3,1,1,5,3,4,5,3,5,5,хуй,18-20 лет,20
